Unnamed: 0,product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,escrow,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR,usd_price,usd_price_per_gram,product_title_sentiment
766,100G COCAINE (Peru) A+++ 90% Fishscale,DE  → WW,100.0,90.0,2.989,0.02989,0.03321111111,1,FAST-DRUG,20,5.0,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,258184.23057,2581.8423057,0.0
767,100G COCAINE (Peru)AAA+++ 90% Flakes Fishscale,"DE  → WW, DE",100.0,90.0,2.989,0.02989,0.03321111111,1,Naturalminds,490,4.97,DE,"WW, DE",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,258184.23057,2581.8423057,0.0
768,100G COCAINE 89% - STRAIGHT FROM THE BRICK-,NL  → EU,100.0,89.0,2.319,0.02319,0.02605617978,1,0ldamsterdamm,620,4.94,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200310.88347,2003.1088347,0.2
769,100G COCAINE 90% - Straight From The BRICK,NL  → EU,100.0,90.0,2.164,0.02164,0.02404444444,0,DiscounterNL,70,4.76,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,186922.27332000004,1869.2227332,0.2
770,100G COCAINE FLAKES 90%,NL  → EU,100.0,90.0,2.37,0.0237,0.02633333333,1,GreyGooseGlobal,230,4.87,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,204716.1681,2047.161681,0.0
771,100G COCAINE PERUVIAN UNCUT LABTEST 90%,NL  → WW,100.0,90.0,2.41,0.0241,0.02677777778,1,The-Lost-Sheep,17,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,208171.29330000002,2081.7129330000002,-0.5
773,100G Colombian Cocaine 90%,EU  → EU,100.0,90.0,1.984,0.01984,0.02204444444,1,DHL_Worldwide,250,4.71,EU,EU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,171374.20992,1713.7420992,0.0
774,100G Colombian Fishcale Cocaine 92%,"DE  → WW, US",100.0,92.0,2.138,0.02138,0.02323913043,1,firstonetobleed,230,4.98,DE,"WW, US",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,184676.44194,1846.7644194000002,0.0
775,100G Crystal Cocaine 88% Colombian Quality,"DE  → DE, NL",100.0,88.0,1.778,0.01778,0.02020454545,1,DrogenAusNiederlande,150,4.94,DE,"DE, NL",False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,153580.31514000002,1535.8031514000002,0.0
780,100GR - COCAINE 84%,NL  → EU,100.0,84.0,2.47,0.0247,0.0294047619,1,MedicsNL,460,4.69,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,213353.98110000003,2133.539811,0.0
781,100GR COCAINE 90%,NL  → EU,100.0,90.0,1.958,0.01958,0.02175555556,1,Mister-Molly,90,4.63,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169128.37854,1691.2837854000002,0.0
782,100GR Cocaine 90% Peru for 3850 Euro OFFER!!!,"DE  → DE, WW",100.0,90.0,1.984,0.01984,0.02204444444,1,Kleinanzeigen,600,4.85,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,171374.20992,1713.7420992,0.0
784,"100GR Top quality Cocaine  from PERU, 91% purity",NL  → WW,100.0,91.0,2.22,0.0222,0.0243956044,0,ING-BANK,110,4.94,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,191759.44860000003,1917.5944860000002,0.5
787,100GRAM - Colombian Cocaine - 80% LAB TESTED,DE  → WW,100.0,80.0,1.958,0.01958,0.024475,0,Deutsche-Mannschaft,130,4.94,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169128.37854,1691.2837854000002,0.0
788,100GRAM - Peruvian Cocaine - 82% LAB TESTED,DE  → WW,100.0,82.0,2.705,0.02705,0.03298780488,1,Deutsche-Mannschaft,130,4.94,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,233652.84165000002,2336.5284165000003,0.0
790,100g - AH Special Snow White Cocaine - 90% Pure,EU  → WW,100.0,90.0,1.597,0.01597,0.01774444444,0,AlbertHeijn,60,4.98,EU,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,137945.87361,1379.4587361000001,0.19047619047619047
791,100g COLOMBIAN COCAINE - UNCUT - 90% - WORLDWIDE,NL  → WW,100.0,90.0,2.24,0.0224,0.02488888889,1,ChemExpress,200,4.9,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,193487.01120000004,1934.870112,-0.5
792,100g Cocaine / Kokain Peruvian 93%,DE  → WW,100.0,93.0,2.83,0.0283,0.03043010753,1,JohnsonAndJohnson,250,4.87,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,244450.10790000003,2444.501079,0.0
793,100g Cocaine Pure Flakes 90%+,"FR  → FR, EU",100.0,90.0,2.83,0.0283,0.03144444444,0,CocaColaFR,540,4.86,FR,"FR, EU",False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,244450.10790000003,2444.501079,0.21428571428571427
795,100g Colombian Cocaine 90% ♛ Premium Quality,"NL  → EU, WW",100.0,90.0,2.53,0.0253,0.02811111111,1,Deepstatus,32,4.58,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,218536.6689,2185.366689,0.0
799,100g PURE 90% Colombian Cocaine,NL  → WW,100.0,90.0,2.06,0.0206,0.02288888889,1,licious,4,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,177938.94780000002,1779.389478,0.21428571428571427
803,100g Pure 84% Fishscale Cocaine,"NL  → EU, WW",100.0,84.0,2.06,0.0206,0.02452380952,1,TheBulldog.,130,4.99,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,177938.94780000002,1779.389478,0.21428571428571427
804,100g Pure Cocaine 84% High quality . SUPER DISCOUN,NL  → EU,100.0,84.0,2.46,0.0246,0.02928571429,0,pablopablito,230,4.72,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,212490.1998,2124.9019980000003,0.23587301587301587
806,100g Pure uncut colombian crystal cocaine! 90% AA,NL  → WW,100.0,90.0,1.819,0.01819,0.02021111111,1,dutch-narco,300,4.88,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,157121.81847,1571.2181847000002,-0.20535714285714285
807,100gCocaine Bolivien Flex 92% Shipping from German,"DE  → EU, DE",100.0,92.0,2.577,0.02577,0.02801086957,1,kimmi,13,5.0,DE,"EU, DE",False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,222596.44101,2225.9644101000004,0.0
808,100gr  Great Quality Cocaine  70%-75%,"NL  → WW, EU",100.0,70.0,1.99,0.0199,0.02842857143,0,amsterdam2015,620,4.84,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,171892.4787,1718.9247870000002,0.8
809,100gr  Pure Uncut Cocaine  90%-92%,"NL  → WW, EU",100.0,90.0,2.62,0.0262,0.02911111111,0,amsterdam2015,620,4.84,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,226310.7006,2263.107006,-0.14285714285714285
810,100gr AAA+ COCAINE FLAKES 90%,NL  → WW,100.0,90.0,2.96,0.0296,0.03288888889,1,MRexclusive,140,4.99,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255679.2648,2556.792648,0.0
815,100gr High Quality Uncut Cocaine 90% Fishcale,DE  → WW,100.0,90.0,2.319,0.02319,0.02576666667,1,German-Kartel,24,4.62,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200310.88347,2003.1088347,-0.16999999999999998
816,100gr PERUVIAN 94%,"DE  → DE, WW",100.0,94.0,1.765,0.01765,0.01877659574,1,BVB09ARMY,60,4.55,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,152457.39945,1524.5739945,0.0
817,100gr PERUVIAN 94% FE,"DE  → DE, WW",100.0,94.0,1.66,0.0166,0.01765957447,0,BVB09ARMY,60,4.55,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,143387.6958,1433.876958,0.0
818,100gr PURE COCAINE 89-91%    ******LIMITED TIME DI,NL  → WW,100.0,91.0,2.398,0.02398,0.02635164835,0,Aliexpressss,310,4.74,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,207134.75574000002,2071.3475574000004,0.07142857142857142
821,100gr cocaine pure 92%,FR  → WW,100.0,92.0,2.319,0.02319,0.02520652174,0,lafrenchconnection,260,4.89,FR,WW,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200310.88347,2003.1088347,0.21428571428571427
823,10G  Cocaine 90%+ Pure  Uncut Colombian,EU  → EU,10.0,90.0,0.268,0.0268,0.02977777778,1,stoneisland,130,5.0,EU,EU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23149.338840000004,2314.933884,-0.14285714285714285
825,10G - Peruvian Fishscale Cocaine - 87% LAB TESTED,DE  → EU,10.0,87.0,0.438,0.0438,0.05034482759,1,WizzardOfOz,40,5.0,DE,EU,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37833.62094,3783.362094,0.0
827,10G COCAINE (Peru) A+++ 90% Fishscale,DE  → WW,10.0,90.0,0.2989,0.02989,0.03321111111,1,FAST-DRUG,20,5.0,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25818.423057,2581.8423057,0.0
828,10G COCAINE (Peru)AAA+++ 90% Flakes Fishscale,"DE  → WW, DE",10.0,90.0,0.34,0.034,0.03777777778,1,Naturalminds,490,4.97,DE,"WW, DE",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29368.564200000004,2936.8564200000005,0.0
829,10G COCAINE 89% - STRAIGHT FROM THE BRICK-,NL  → EU,10.0,89.0,0.268,0.0268,0.03011235955,1,0ldamsterdamm,620,4.94,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23149.338840000004,2314.933884,0.2
830,10G COCAINE 90% - Straight From The BRICK,NL  → EU,10.0,90.0,0.2319,0.02319,0.02576666667,1,DiscounterNL,70,4.76,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20031.088347,2003.1088347,0.2
831,10G COCAINE FLAKES 90% -JULY PROMO-,NL  → EU,10.0,90.0,0.2577,0.02577,0.02863333333,1,GreyGooseGlobal,230,4.87,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22259.644101,2225.9644101000004,0.0
832,10G COCAINE PERUVIAN UNCUT LABTEST 90%,NL  → WW,10.0,90.0,0.265,0.0265,0.02944444444,1,The-Lost-Sheep,17,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22890.20445,2289.020445,-0.5
834,10G COLOMBIAN FISHSCALE COCAINE-92-97% PURE,GB  → GB,10.0,97.0,0.3637,0.03637,0.03749484536,1,superdrugz,280,4.94,GB,GB,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31415.725881000002,3141.5725881000003,0.21428571428571427
835,10G Cocaine 90%+ Pure Flakes Uncut Colombian,NL  → EU,10.0,90.0,0.278,0.0278,0.03088888889,0,supercoop,720,4.96,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24013.120140000003,2401.312014,-0.14285714285714285
838,10G Colombian Fishcale Cocaine 92%,"DE  → WW, US",10.0,92.0,0.309,0.0309,0.03358695652,1,firstonetobleed,230,4.98,DE,"WW, US",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26690.84217,2669.084217,0.0
839,10G Crystal Cocaine 88% Colombian Quality,"DE  → DE, NL",10.0,88.0,0.226,0.0226,0.02568181818,1,DrogenAusNiederlande,150,4.94,DE,"DE, NL",False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19521.45738,1952.145738,0.0
840,10G FIRST CLASS COCAINE / KOKAIN from Colombia 92%,DE  → WW,10.0,92.0,0.309,0.0309,0.03358695652,1,WhiteDr3ams,660,4.94,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26690.84217,2669.084217,0.25
843,10G HIGH HEAT COCAINE //BRAND STAMP 99%//,"CA  → WW, EU",10.0,99.0,0.321,0.0321,0.03242424242,1,instagramz,70,4.96,CA,"WW, EU",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27727.37973,2772.737973,0.16
846,10G PERUVIAN COKE 90%+ ➡ FROM DE+TRACK+LAB,"DE  → EU, GB",10.0,90.0,0.2577,0.02577,0.02863333333,1,Post-Guy,20,5.0,DE,"EU, GB",False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22259.644101,2225.9644101000004,0.0
847,10G PERUVIAN COKE 90%+ ➡ FROM UK+TRACK+LAB,"DE  → EU, GB",10.0,90.0,0.2575,0.02575,0.02861111111,1,Post-Guy,20,5.0,DE,"EU, GB",False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22242.368475000003,2224.2368475,0.0
853,10G PURE QUALITY COLOMBIAN COCAINE 93%,WW  → WW,10.0,93.0,0.1789,0.01789,0.01923655914,1,Topstore,80,4.94,WW,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15453.047457,1545.3047457,0.21428571428571427
855,10G TOP QUALITY SOCIABLE COCAINE-65% PURE-NDD-LTD,"GB  → GB, IE",10.0,65.0,0.2107,0.02107,0.03241538462,1,drugkingz,200,4.89,GB,"GB, IE",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18199.871991,1819.9871991,0.5
861,10GR - COCAINE 84%,NL  → EU,10.0,84.0,0.273,0.0273,0.0325,1,MedicsNL,460,4.69,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23581.22949,2358.122949,0.0
862,10GR -CRACK COCAINE 84%,NL  → EU,10.0,84.0,0.273,0.0273,0.0325,1,MedicsNL,460,4.69,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23581.22949,2358.122949,0.0
863,10GR Bolivian fishscale flakes ~89%+ uncut,"NL  → WW, EU",10.0,89.0,0.274,0.0274,0.03078651685,1,DutchSanny,15,5.0,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23667.607620000002,2366.7607620000003,-0.5
864,10GR COCAINE 90%,NL  → EU,10.0,90.0,0.242,0.0242,0.02688888889,1,Mister-Molly,90,4.63,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20903.50746,2090.350746,0.0
865,10GR Cocaine 90% Peru for 490 Euro,"DE  → DE, WW",10.0,90.0,0.2525,0.02525,0.02805555556,1,Kleinanzeigen,600,4.85,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21810.477825,2181.0477825000003,0.0
867,10GR Colombian Fishscale Flakes ~92% purity,"NL  → WW, EU",10.0,92.0,0.309,0.0309,0.03358695652,1,DutchSanny,15,5.0,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26690.84217,2669.084217,0.0
869,"10GR Top quality Cocaine  from PERU, 91% purity",NL  → WW,10.0,91.0,0.2726,0.02726,0.02995604396,0,ING-BANK,110,4.94,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23546.678238,2354.6678238,0.5
870,10GR UNCUT COCAINE  87-90%  ( FREE SHIPPING ),NL  → WW,10.0,90.0,0.2489,0.02489,0.02765555556,1,DrugsINC-NL,40,4.95,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21499.516557000003,2149.9516557,-0.04999999999999999
872,10GRAM - Colombian Cocaine - 80% LAB TESTED,DE  → WW,10.0,80.0,0.2577,0.02577,0.0322125,0,Deutsche-Mannschaft,130,4.94,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22259.644101,2225.9644101000004,0.0
873,10GRAM - Peruvian Cocaine - 82% LAB TESTED,DE  → WW,10.0,82.0,0.2705,0.02705,0.03298780488,0,Deutsche-Mannschaft,130,4.94,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23365.284165000005,2336.5284165000003,0.0
881,10g 92% peruvian uncut FS cocaine free shipping!,US  → US,10.0,92.0,0.244,0.0244,0.02652173913,1,jefe1392,110,4.84,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21076.26372,2107.626372,0.0
884,10g COLOMBIAN COCAINE - UNCUT - 90% - WORLDWIDE,NL  → WW,10.0,90.0,0.242,0.0242,0.02688888889,1,ChemExpress,200,4.9,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20903.50746,2090.350746,-0.5
886,10g Cocaine / Kokain Bolivian 85%+,DE  → WW,10.0,85.0,0.2319,0.02319,0.02728235294,1,JohnsonAndJohnson,250,4.87,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20031.088347,2003.1088347,0.0
887,10g Cocaine / Kokain Peruvian 93%,DE  → WW,10.0,93.0,0.3607,0.03607,0.03878494624,1,JohnsonAndJohnson,250,4.87,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31156.591491000003,3115.6591491,0.0
888,10g Cocaine Pure Flakes 90%+,"FR  → FR, EU",10.0,90.0,0.411,0.0411,0.04566666667,0,CocaColaFR,540,4.86,FR,"FR, EU",False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,35501.41143,3550.141143,0.21428571428571427
893,"10g Cocaine, 89%",DE  → EU,10.0,89.0,0.376,0.0376,0.04224719101,1,cocaMG,130,4.91,DE,EU,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32478.176880000003,3247.817688,0.0
894,10g Colombian Cocaine 90% ♛ Premium Quality,"NL  → EU, WW",10.0,90.0,0.2828,0.02828,0.03142222222,1,Deepstatus,32,4.58,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24427.735164,2442.7735164,0.0
