product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR,usd_price,vendor_performance
0.5G  Cocaine 90%+ Pure  Uncut Colombian,EU  → EU,0.5,90.0,0.01648,0.03296,0.03662222222,stoneisland,130,5.0,EU,EU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G  UNCUT COLOMBIAN COCAINE 93-96% PURE-WASH TO,"GB  → GB, IE",0.5,96.0,0.02465,0.0493,0.05135416667,drugkingz,200,4.89,GB,"GB, IE",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G 88% Premium FISHSCALE Cocaine🐠 ESCROW,GB  → WW,0.5,88.0,0.01583,0.03166,0.03597727273,ukwhite,190,4.88,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G CLEAN COLOMBIAN COCAINE 91% 🔥 [UK2WW],GB  → WW,0.5,91.0,0.02348,0.04696,0.0516043956,ukwhite,190,4.88,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G COCAINE FLAKES 90%,NL  → EU,0.5,90.0,0.01855,0.0371,0.04122222222,GreyGooseGlobal,230,4.87,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G Colombian Fish Flake 90% Pure,GB  → GB,0.5,90.0,0.01467,0.02934,0.0326,MarioBrothers,14,4.92,GB,GB,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G Colombian Fishcale Cocaine 92%,"DE  → WW, US",0.5,92.0,0.0206,0.0412,0.0447826087,firstonetobleed,230,4.98,DE,"WW, US",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G Crystal Cocaine 88% Colombian Quality,"DE  → DE, NL",0.5,88.0,0.01287,0.02574,0.02925,DrogenAusNiederlande,150,4.94,DE,"DE, NL",False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G PERUVIAN COKE 90%+ ➡FROM DE+TRACK+LAB,"DE  → EU, GB",0.5,90.0,5.15e-06,1.03e-05,1.144444444e-05,Post-Guy,20,5.0,DE,"EU, GB",False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G PERUVIAN COKE 90%+ ➡FROM UK+TRACK+LAB,"DE  → EU, GB",0.5,90.0,5.15e-06,1.03e-05,1.144444444e-05,Post-Guy,20,5.0,DE,"EU, GB",False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5G highquality fishscale colombian cocaine 92%+,WW  → WW,0.5,92.0,0.0226,0.0452,0.04913043478,Narcotiks,50,5.0,WW,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5GR   PURE  COCAINE  89% - 91%   *** FREE SHIPPI,"NL  → WW, EU",0.5,89.0,0.01583,0.03166,0.03557303371,DutchTurtles,40,4.82,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5GR  UNCUT COCAINE   90%+  ((  SALE  )),NL  → WW,0.5,90.0,0.0131,0.0262,0.02911111111,FrankLucass,540,4.89,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5GR COLOMBIAN COCAINE UNCUT 90% ★SAMPLE,"NL  → EU, WW",0.5,90.0,0.0144,0.0288,0.032,JoeyDalton,60,5.0,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5GR Colombian Fishscale Flakes ~92% purity!,"NL  → WW, EU",0.5,92.0,0.01855,0.0371,0.04032608696,DutchSanny,15,5.0,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5GR UNCUT COCAINE  87-90%  ( FREE SHIPPING ),NL  → WW,0.5,90.0,0.01357,0.02714,0.03015555556,DrugsINC-NL,40,4.95,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g 85% Pure COCAINE,"GB  → GB, WW",0.5,85.0,0.02577,0.05154,0.06063529412,HouseOfDrugs,40,4.97,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g Colombian sourced Cocaine; High purity > 89%,GB  → GB,0.5,89.0,0.02456,0.04912,0.05519101124,NDDexpress,500,4.58,GB,GB,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"0.5g Peruvian UNCUT Cocaine ""LA PERLA"" ~87% Pure",GB  → WW,0.5,87.0,0.02054,0.04108,0.0472183908,BritishDragon,2350,4.94,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g Pure 84% Fishscale Cocaine,"NL  → EU, WW",0.5,84.0,0.01803,0.03606,0.04292857143,TheBulldog.,130,4.99,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g Pure Cocaine 84% High quality Promo,NL  → EU,0.5,84.0,0.01546,0.03092,0.03680952381,pablopablito,230,4.72,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g Pure Cocaine Very High Quality 90-95%,"GB  → GB, EU",0.5,95.0,0.02348,0.04696,0.04943157895,hammerhome123,1950,4.92,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g Pure uncut colombian crystal cocaine! 90% AA,NL  → WW,0.5,90.0,0.01803,0.03606,0.04006666667,dutch-narco,300,4.88,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g SOCIABLE COCAINE 65-70% PURE,GB  → GB,0.5,70.0,0.0129,0.0258,0.03685714286,superdrugz,280,4.94,GB,GB,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g Sample PURE 90% Colombian Cocaine,NL  → WW,0.5,90.0,0.01546,0.03092,0.03435555556,licious,4,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g UNCUT PREMIUM colombian cocaine flake 96% pur,GB  → GB,0.5,96.0,0.02465,0.0493,0.05135416667,superdrugz,280,4.94,GB,GB,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g of 78% pure Colombian Fishscale Coke. Energy,"GB  → GB, EU",0.5,78.0,0.02036,0.04072,0.05220512821,CokeMoreCoke,60,4.98,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5g of Escobar's Colombian Cocaine 89% + A+++,"AU  → AU, NZ",0.5,89.0,0.0724,0.1448,0.1626966292,escobar-australia,170,5.0,AU,"AU, NZ",False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5gr 90% purity coke,ES  → WW,0.5,90.0,0.01546,0.03092,0.03435555556,eurobird,100,4.91,ES,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5gr High Quality Uncut Cocaine 90% Fishcale,DE  → WW,0.5,90.0,0.01494,0.02988,0.0332,German-Kartel,24,4.62,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5gr PURE COCAINE 89%-92%,NL  → WW,0.5,89.0,0.01538,0.03076,0.03456179775,DutchFLY,40,4.86,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5gr PURE COCAINE 89-91%   ******LIMITED TIME DIS,NL  → WW,0.5,91.0,0.01357,0.02714,0.02982417582,Aliexpressss,310,4.74,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5gr UNCUT COCAINE  89% ++,NL  → WW,0.5,89.0,0.01719,0.03438,0.03862921348,WhiteDevils,40,4.7,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
0.5gr || Cocaine Flakes 87%,GB  → GB,0.5,87.0,0.01545,0.0309,0.03551724138,dutchimport,540,4.91,GB,GB,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"05/07 ""Clean Bolivian"" Pure Cocaine -  1 Gr - +90%","FR  → FR, WW",1.0,90.0,0.0452,0.0452,0.05022222222,CocaParis,170,4.94,FR,"FR, WW",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"05/07 ""Clean Bolivian"" Pure Cocaine -  3 Gr - +90%","FR  → FR, WW",3.0,90.0,0.1244,0.04146666667,0.04607407407,CocaParis,170,4.94,FR,"FR, WW",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"05/07 ""Clean Bolivian"" Pure Cocaine -  4 Gr - +90%","FR  → FR, WW",4.0,90.0,0.1584,0.0396,0.044,CocaParis,170,4.94,FR,"FR, WW",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"05/07 ""Clean Bolivian"" Pure Cocaine -  5 Gr - +90%","FR  → FR, WW",5.0,90.0,0.1946,0.03892,0.04324444444,CocaParis,170,4.94,FR,"FR, WW",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"05/07 ""Clean Bolivian"" Pure Cocaine -  7 Gr - +90%","FR  → FR, WW",7.0,90.0,0.2715,0.03878571429,0.0430952381,CocaParis,170,4.94,FR,"FR, WW",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"05/07 ""Clean Bolivian"" Pure Cocaine - 0.6Gr - +90%","FR  → FR, WW",0.6,90.0,0.02715,0.04525,0.05027777778,CocaParis,170,4.94,FR,"FR, WW",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 G COCAINE 92%+,"DE  → EU, WW",1.0,92.0,0.0309,0.0309,0.03358695652,FD-TOPSERVICE,80,4.88,DE,"EU, WW",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 G ★★ COCAINE PURE UNCUT 90% ★&,DE  → WW,1.0,90.0,0.0386,0.0386,0.04288888889,dutchcandyshop,40,4.66,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GR  Colombian Cocaine | Fishscale 90%+ TOPNOTC,"NL  → WW, NL",1.0,90.0,0.02577,0.02577,0.02863333333,deBijenkorf,130,4.91,NL,"WW, NL",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GR 88% (tested) uncut clean Flake COCAINE!!,DE  → WW,1.0,88.0,0.0608,0.0608,0.06909090909,2good4DN,540,4.8,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GR 90%+ Pure Uncut Colombian Flakes!!!,NL  → EU,1.0,90.0,0.0283,0.0283,0.03144444444,cartmanproducts,350,4.99,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GR Cocaine 93% Pure  for 60 Euro   ESCROW,"DE  → DE, WW",1.0,93.0,0.0309,0.0309,0.03322580645,Gofastteam,3250,4.91,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GR Colombian Cocaine UNCUT90%★ INTRO OFFER,"NL  → EU, WW",1.0,90.0,0.02577,0.02577,0.02863333333,JoeyDalton,60,5.0,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GR PREMIUM QUALITY COCAINE - PERU 90%,"DE  → DE, WW",1.0,90.0,0.0309,0.0309,0.03433333333,MissNarco,28,4.39,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"1 GR SAMPLE Top quality Cocaine PERU, 91% purity",NL  → WW,1.0,91.0,0.0345,0.0345,0.03791208791,ING-BANK,110,4.94,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GRAM *** UNCUT COCAINE 90% ***,"GB  → GB, EU",1.0,90.0,0.04109,0.04109,0.04565555556,High_Nation,110,5.0,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GRAM 90% PURE COCAINE FLAKE,"GB  → GB, EU",1.0,90.0,0.04109,0.04109,0.04565555556,High_Nation,110,5.0,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GRAM COCAINE FISHSCALE PURE FLAKE 90% ***PROMOTI,NL  → EU,1.0,90.0,0.0283,0.0283,0.03144444444,amsterdamflex,180,4.88,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GRAM FLAKE- HIGH PURITY COCAINE 90% *** A +++,"GB  → GB, EU",1.0,90.0,0.041,0.041,0.04555555556,High_Nation,110,5.0,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GRAM OF ECUADORIAN FLAKE COCAINE 90%,BE  → WW,1.0,90.0,0.03659,0.03659,0.04065555556,Foreigner,70,4.98,BE,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GRAM UNCUT PERUVIAN COCAINE 79% EC LABTESTED!,DE  → WW,1.0,79.0,0.0309,0.0309,0.03911392405,BASFGROUP,110,4.89,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 GRAMS COLOMBIAN COCAINE 93% + FREE SHIPPING,"DE  → EU, WW",1.0,93.0,0.0283,0.0283,0.03043010753,medicalzNL,100,4.78,DE,"EU, WW",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 Gram Bolivian Coke 90% LOW PRICES!!!!!,"DE  → DE, WW",1.0,90.0,0.0283,0.0283,0.03144444444,Gofastteam,3250,4.91,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 Gram First Class Colombian Cocaine 90%+,DE  → DE,1.0,90.0,0.02577,0.02577,0.02863333333,mrdrogenkommandant,1700,4.89,DE,DE,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 Gram of 84% Peruvian Flake Cocaine,"GB  → GB, WW",1.0,84.0,0.04109,0.04109,0.04891666667,JehovahUK,2450,4.97,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 Gram of Cocaine - GOLD QUALITY 75% PURE,AU  → AU,1.0,75.0,0.0862,0.0862,0.1149333333,Uncut_Ozzie_Rox,50,4.9,AU,AU,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 Gram of Cocaine - PLATINUM QUALITY +90% PURE,AU  → AU,1.0,90.0,0.1273,0.1273,0.1414444444,Uncut_Ozzie_Rox,50,4.9,AU,AU,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 Gram of First Class Peruvian Cocaine 90% Pure,DE  → DE,1.0,90.0,0.02989,0.02989,0.03321111111,mrdrogenkommandant,1700,4.89,DE,DE,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 KG COCAINE FISHSCALE PURE FLAKE 90% ***PROMO,NL  → EU,1000.0,90.0,20.48,0.02048,0.02275555556,amsterdamflex,180,4.88,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"1 KG Top quality Cocaine  from PERU, 91% purity",NL  → WW,1000.0,91.0,18.8,0.0188,0.02065934066,ING-BANK,110,4.94,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 Kilo Brick Cocain 90%+ Pure Flakes Uncut Colombi,NL  → EU,1000.0,90.0,14.94,0.01494,0.0166,supercoop,720,4.96,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"1 g 93% Pure Cocaine, Quality guaranteed, 2 max :)",GB  → WW,1.0,93.0,0.02036,0.02036,0.02189247312,undergroundcoco,110,4.66,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"1 g 95% Pure Cocaine, Quality guaranteed, 2 max :)",GB  → WW,1.0,95.0,0.02036,0.02036,0.02143157895,undergroundcoco,110,4.66,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 g FISHSCALE COCAINE high purity 89%FREE SHIPING,"ES  → EU, N. America",1.0,89.0,0.0335,0.0335,0.03764044944,Sons-Of-Anarchy,470,4.71,ES,"EU, N. America",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 gr A+COCAINE CRYSTAL 90% purity,NL  → WW,1.0,90.0,0.0335,0.0335,0.03722222222,MRexclusive,140,4.99,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 gr AAA+ COCAINE FLAKES 90%,NL  → WW,1.0,90.0,0.03607,0.03607,0.04007777778,MRexclusive,140,4.99,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 gr Colombian crystal cocaine 90%,NL  → WW,1.0,90.0,0.0309,0.0309,0.03433333333,AMSTERDAM_INC,40,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
1 gr PERUVIAN 94%,"DE  → DE, WW",1.0,94.0,0.0283,0.0283,0.03010638298,BVB09ARMY,60,4.55,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
