product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR,usd_price,vendor_performance
25g - 86% uncutt colombian fishscale cocaine,NL  → EU,25.0,86.0,0.618,0.02472,0.02874418605,KartelNL,5,4.8,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
25g COLOMBIAN COCAINE - UNCUT - 90% - WORLDWIDE,NL  → WW,25.0,90.0,0.592,0.02368,0.02631111111,ChemExpress,200,4.9,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
25g Cocaine Pure Flakes 90%+,"FR  → FR, EU",25.0,90.0,0.747,0.02988,0.0332,CocaColaFR,540,4.86,FR,"FR, EU",False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
25g. HQ Uncut Peruvian Cocaine 90% AAA+,NL  → WW,25.0,90.0,0.7,0.028,0.03111111111,The.White.Rabbit,12,4.66,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
25gCocaine Bolivien Flex 92% Shipping from German,"DE  → EU, DE",25.0,92.0,0.708,0.02832,0.0307826087,kimmi,13,5.0,DE,"EU, DE",False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
25gr  Great Quality Cocaine  70%-75%,"NL  → WW, EU",25.0,70.0,0.497,0.01988,0.0284,amsterdam2015,620,4.84,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
25gr  Pure Uncut Cocaine  90%-92%,"NL  → WW, EU",25.0,90.0,0.656,0.02624,0.02915555556,amsterdam2015,620,4.84,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
25gr HQ uncut Bolivian Cocaine 95% (Free Shipping),NL  → WW,25.0,95.0,0.644,0.02576,0.02711578947,DutchHogSeller,15,4.73,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
25gr High Quality Uncut Cocaine 90% Fishcale,DE  → WW,25.0,90.0,0.644,0.02576,0.02862222222,German-Kartel,24,4.62,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
25gr PURE COCAINE 89-91%    ******LIMITED TIME DIS,NL  → WW,25.0,91.0,0.599,0.02396,0.02632967033,Aliexpressss,310,4.74,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 GR 90%+ Pure Uncut Colombian Flakes!!!,NL  → EU,28.0,90.0,0.707,0.02525,0.02805555556,cartmanproducts,350,4.99,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 GR PREMIUM QUALITY COCAINE - PERU 90%,"DE  → DE, WW",28.0,90.0,0.824,0.02942857143,0.0326984127,MissNarco,28,4.39,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 GRAM UNCUT PERUVIAN COCAINE 79% EC LABTESTED!,DE  → WW,28.0,79.0,0.75,0.02678571429,0.03390596745,BASFGROUP,110,4.89,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 Grams of 84% Peruvian Flake Cocaine,"GB  → GB, WW",28.0,84.0,0.698,0.02492857143,0.02967687075,JehovahUK,2450,4.97,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 Grams of Cocaine - GOLD QUALITY 75% PURE,AU  → AU,28.0,75.0,2.069,0.07389285714,0.09852380952,Uncut_Ozzie_Rox,50,4.9,AU,AU,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 Grams of Cocaine - PLATINUM QUALITY +90% PURE,AU  → AU,28.0,90.0,2.759,0.09853571429,0.109484127,Uncut_Ozzie_Rox,50,4.9,AU,AU,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 Grams of Colombian Fishscale Cocaine 85-90%,"US  → N. America, WW",28.0,90.0,0.587,0.02096428571,0.02329365079,leftcoastenv,70,4.6,US,"N. America, WW",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 g's of TOP QUALITY cocaine 80%-85% pure scale,US  → US,28.0,80.0,0.64,0.02285714286,0.02857142857,TheMushroomManDM,90,4.97,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 gr A+ COCAINE CRYSTAL 90% purity,NL  → WW,28.0,90.0,0.649,0.02317857143,0.02575396825,MRexclusive,140,4.99,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 gr Colombian crystal cocaine 90%,NL  → WW,28.0,90.0,0.685,0.02446428571,0.02718253968,AMSTERDAM_INC,40,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 gr cocaine 70%,NL  → WW,28.0,70.0,0.4329,0.01546071429,0.02208673469,AMSTERDAM_INC,40,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28 gram Columbian Cocaine 92%,EU  → WW,28.0,92.0,0.606,0.02164285714,0.02352484472,AmsterdamNL,150,4.93,EU,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"28.0g 1Oz , 72%-76% OILY PURE COCAINE FLAKE GOODNE","AU  → AU, NZ",28.0,72.0,2.687,0.09596428571,0.1332837302,JoeBlowOz,32,4.97,AU,"AU, NZ",False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"28.0g Peruvian UNCUT Cocaine ""LA PERLA"" ~87% Pure",GB  → WW,28.0,87.0,0.909,0.03246428571,0.03731527094,BritishDragon,2350,4.94,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G  UNCUT COLOMBIAN COCAINE 93-96% PURE-WASH TO,"GB  → GB, IE",28.0,96.0,0.926,0.03307142857,0.03444940476,drugkingz,200,4.89,GB,"GB, IE",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G 88% Premium FISHSCALE Cocaine🐠 ESCROW,GB  → WW,28.0,88.0,0.687,0.02453571429,0.02788149351,ukwhite,190,4.88,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G ARUBA fishscale 91%,US  → US,28.0,91.0,0.76,0.02714285714,0.02982731554,JETSETLIFE,370,4.96,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G BEST COKE! 86% PLUS! CLEAN FLAKE custom nick,GB  → WW,28.0,86.0,0.763,0.02725,0.03168604651,dankofengland1,1250,4.88,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G BEST COKE! 86% PLUS! CLEAN FLAKE. ** CRAZY PR,GB  → WW,28.0,86.0,0.792,0.02828571429,0.03289036545,dankofengland1,1250,4.88,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G CLEAN COLOMBIAN COCAINE 91% 🔥 [UK2WW],GB  → WW,28.0,91.0,0.986,0.03521428571,0.03869701727,ukwhite,190,4.88,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G COLOMBIAN FISHSCALE COCAINE-92-97% PURE,GB  → GB,28.0,97.0,0.939,0.03353571429,0.03457290133,superdrugz,280,4.94,GB,GB,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G Cocain 90%+ Pure Flakes Uncut Colombian,NL  → EU,28.0,90.0,0.695,0.02482142857,0.02757936508,supercoop,720,4.96,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G HIGH HEAT COCAINE //BRAND STAMP 99%//,"CA  → WW, EU",28.0,99.0,0.724,0.02585714286,0.02611832612,instagramz,70,4.96,CA,"WW, EU",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G LA REINA DE MEDELLìN (Columbian fishscale) 90%,US  → US,28.0,90.0,0.887,0.03167857143,0.0351984127,JETSETLIFE,370,4.96,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G PERUVIAN FISH SCALE COCAINE 90% PURE,"US  → US, WW",28.0,90.0,0.995,0.03553571429,0.03948412698,norcoking,840,4.87,US,"US, WW",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G TOP QUALITY SOCIABLE COCAINE-65% PURE-NDD-LTD,"GB  → GB, IE",28.0,65.0,0.481,0.01717857143,0.02642857143,drugkingz,200,4.89,GB,"GB, IE",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G($59/g) UNCUT PERUVIAN FISHSCALE COCAINE !!81%!,CA  → WW,28.0,81.0,0.746,0.02664285714,0.03289241623,BC-Best-Exports,15,5.0,CA,WW,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28G(1OZ) PERUVIAN MOTHER PEARL COCAINE 95%,US  → US,28.0,95.0,1.018,0.03635714286,0.03827067669,JETSETLIFE,370,4.96,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28GR -CRACK COCAINE 84%,NL  → EU,28.0,84.0,0.721,0.02575,0.0306547619,MedicsNL,460,4.69,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g (1oz) shiny flakes UNCUT 100% PURE COCAINE,US  → US,28.0,100.0,1.086,0.03878571429,0.03878571429,JupiterRising,8,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g 87% PERUVIAN UNCUT COCAINE FREE SHIP!,US  → US,28.0,87.0,0.475,0.01696428571,0.01949917898,jefe1392,110,4.84,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g 92% PERUVIAN UNCUT COCAINE FREE SHIP!,US  → US,28.0,92.0,0.588,0.021,0.02282608696,jefe1392,110,4.84,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g 92% peruvian uncut cocaine free shipping!,US  → US,28.0,92.0,0.588,0.021,0.02282608696,jefe1392,110,4.84,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g Colombian Cocaine 90% ♛ Premium Quality,"NL  → EU, WW",28.0,90.0,0.759,0.02710714286,0.03011904762,Deepstatus,32,4.58,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g PURE 90% Colombian Cocaine,NL  → WW,28.0,90.0,0.721,0.02575,0.02861111111,licious,4,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g PURE OLD SCHOOL COCAINE 99% ++,"GB  → GB, EU",28.0,99.0,0.762,0.02721428571,0.02748917749,WholeSALERS,210,4.72,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"28g PURE QUALITY 94% PREMIUM, COCAINE, CANADA TO C","CA  → CA, EU",28.0,94.0,0.622,0.02221428571,0.02363221884,kanada_kartel,60,4.95,CA,"CA, EU",False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g Pure 84% Fishscale Cocaine,"NL  → EU, WW",28.0,84.0,0.747,0.02667857143,0.03176020408,TheBulldog.,130,4.99,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g Pure Cocain 84% High quality .SUPER DEAL!!,NL  → EU,28.0,84.0,0.514,0.01835714286,0.0218537415,pablopablito,230,4.72,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g Pure Cocaine Very High Quality 90-95%,"GB  → GB, EU",28.0,95.0,1.086,0.03878571429,0.04082706767,hammerhome123,1950,4.92,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g Pure Cocaine heavyHigh A+ Quality 90-95% £1500,"GB  → WW, EU",28.0,95.0,0.88,0.03142857143,0.03308270677,alisdrugstore,820,4.76,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g Uncut Cocaine 90% Rocks,US  → US,28.0,90.0,0.701,0.02503571429,0.02781746032,PeterDinklage,190,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"28gs PERUVIAN""UNCUT""COCAINE 90% PURE",US  → WW,28.0,90.0,0.905,0.03232142857,0.03591269841,LuckyGambino,160,4.89,US,WW,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
28g★Pure Raw 94% Columbian Cocaine★,US  → US,28.0,94.0,0.746,0.02664285714,0.02834346505,TheRealTrapGod,110,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G  Cocaine 90%+ Pure  Uncut Colombian,EU  → EU,2.0,90.0,0.0607,0.03035,0.03372222222,stoneisland,130,5.0,EU,EU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G  UNCUT COLOMBIAN SHINY CREAMY COCAINE 93-96% PU,"GB  → GB, IE",2.0,96.0,0.0804,0.0402,0.041875,drugkingz,200,4.89,GB,"GB, IE",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G 88% Premium FISHSCALE Cocaine 🐠 ESCROW,GB  → WW,2.0,88.0,0.0519,0.02595,0.02948863636,ukwhite,190,4.88,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G BEST COKE! 86% PLUS! CLEAN FLAKE. ** CRAZY PRIC,GB  → WW,2.0,86.0,0.0815,0.04075,0.04738372093,dankofengland1,1250,4.88,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G CLEAN COLOMBIAN COCAINE 91% 🔥 [UK2WW],GB  → WW,2.0,91.0,0.0939,0.04695,0.05159340659,ukwhite,190,4.88,GB,WW,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G COCAINE 89% - STRAIGHT FROM THE BRICK-,NL  → EU,2.0,89.0,0.0566,0.0283,0.03179775281,0ldamsterdamm,620,4.94,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G COCAINE 90% - Straight From The BRICK,NL  → EU,2.0,90.0,0.0515,0.02575,0.02861111111,DiscounterNL,70,4.76,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G COCAINE FLAKES 90% -JULY PROMO-,NL  → EU,2.0,90.0,0.0515,0.02575,0.02861111111,GreyGooseGlobal,230,4.87,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G Cocaine 90%+ Pure Flakes Uncut Colombian,NL  → EU,2.0,90.0,0.0608,0.0304,0.03377777778,supercoop,720,4.96,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G FIRST CLASS COCAINE / KOKAIN from Colombia 92%,DE  → WW,2.0,92.0,0.0798,0.0399,0.04336956522,WhiteDr3ams,660,4.94,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G HIGH HEAT COCAINE //BRAND STAMP 99%//,"CA  → WW, EU",2.0,99.0,0.0678,0.0339,0.03424242424,instagramz,70,4.96,CA,"WW, EU",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G PERUVIAN COKE 90%+ ➡ FROM DE+TRACK+LAB,"DE  → EU, GB",2.0,90.0,0.0556,0.0278,0.03088888889,Post-Guy,20,5.0,DE,"EU, GB",False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G PERUVIAN COKE 90%+ ➡ FROM UK+TRACK+LAB,"DE  → EU, GB",2.0,90.0,0.0556,0.0278,0.03088888889,Post-Guy,20,5.0,DE,"EU, GB",False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2G PERUVIAN FISH SCALE COCAINE 90% PURE,"US  → US, WW",2.0,90.0,0.0927,0.04635,0.0515,norcoking,840,4.87,US,"US, WW",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2GR   PURE  COCAINE  89% - 91%   *** FREE SHIPPING,"NL  → WW, EU",2.0,89.0,0.0588,0.0294,0.03303370787,DutchTurtles,40,4.82,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2GR  UNCUT COCAINE   90%+  ((  SALE  )),NL  → WW,2.0,90.0,0.0497,0.02485,0.02761111111,FrankLucass,540,4.89,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2GR - COCAINE 84%,NL  → EU,2.0,84.0,0.0618,0.0309,0.03678571429,MedicsNL,460,4.69,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2GR -CRACK COCAINE 84%,NL  → EU,2.0,84.0,0.0618,0.0309,0.03678571429,MedicsNL,460,4.69,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
2GR Cocaine 90% Peru for 105 Euro,"DE  → DE, WW",2.0,90.0,0.0541,0.02705,0.03005555556,Kleinanzeigen,600,4.85,DE,"DE, WW",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
